Employment in \ Exports from,Austria,Belgium,Bulgaria,Cyprus,Czechia,Germany,Denmark,Estonia,Greece,Spain,Finland,France,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia,United Kingdom
Austria,372.86621674680015,2.850350345352516,0.6943086120282733,0.0870206121678761,3.3483907593532765,45.39646304845643,1.470731270040199,0.1675807242911549,0.4068312603411523,2.0546977793687,1.2974715728879864,7.177273247838665,0.5638169730067143,5.636965884363452,1.3983258696288852,15.184070840689696,0.1292024182901532,0.4863795752168088,0.0818642191283386,0.1216573009445754,2.616148315341026,2.723612019570234,0.453499621500449,1.4072072182142916,2.646390443524244,2.1358068023269148,1.7566590644884428,3.581084686688339
Belgium,2.216518941806264,531.5804181407341,0.2562885517511637,0.112846748984717,1.4025463763648474,31.93463057915912,6.72174557591563,0.1933818355384577,1.0003510320043854,3.736218276972135,1.9669985688117864,29.12602035932803,0.0922775909924124,1.463463380600842,7.376256675292313,11.451787495357136,0.3468505622859094,5.651999487581628,0.0835213361181565,0.2365107396488991,13.934688715738655,2.3769351842337496,0.9708384683339132,0.4994343797070542,5.520489887582826,0.3278334957656056,0.5905334889024133,11.438397773625592
Bulgaria,4.188016039018771,5.393227297658784,497.0244295764813,0.2529186032491867,1.6621478337310251,16.274529574210757,1.4635948241036716,0.1495572121673334,4.632440409447149,3.3659087852276457,0.7787522701546087,6.857875272614002,0.2020699534833036,2.7345219792750948,1.3421768484334264,18.473598628152565,0.1944374623110235,0.2029506890917399,0.0953826766006251,0.0951032797793464,2.200153215903586,1.9455718727690183,0.7285974487079279,4.6217250401668295,1.4543075225472522,0.6189521582619274,0.8153517765576785,4.241050693061929
Cyprus,0.0894663631587273,0.1475454840164711,0.1130409795219971,49.56175910235862,0.0325474318763717,1.6952287440123093,0.9041917785778044,0.1010066158941817,1.44531098626624,0.0563880982975719,0.0437368157106182,0.1725304678639485,0.0068052241245018,0.105828748244019,0.1000920690639831,0.1249639527229386,0.0172018568108663,0.057513086978804,0.0199603554316073,0.0795792093951324,0.1459989319528258,0.1006301603254306,0.0135051236766699,0.0780572462390282,0.1741766409792337,0.0126746155782571,0.0292770200929206,0.5551597748416734
Czechia,12.088631154418628,6.1103916477829054,0.8146322165675394,0.1397206473726826,420.7857270912785,72.85010057225855,2.9661682499589777,0.4250345921840155,0.3582783385674455,5.2402377658630215,2.399489242476971,13.50073305949388,0.3994385363776907,7.621815797459294,2.923410893224417,17.539350607099397,0.531337288643446,0.550293911396706,0.2008455667947128,0.068451912112724,3.914199034648823,11.509617757795075,0.8148804956043179,1.936135646249903,5.770171463899992,1.6035848516736462,13.385436808936952,7.793060919388044
Germany,61.66970539478139,50.11793291636452,2.8190365129071915,0.5310132058397453,27.188152016509665,4390.061512143555,31.21224305395478,1.8996042123902508,4.245664044899708,32.40219866347038,19.230137735093344,135.97211851218256,1.1415369601481389,28.896696580851668,34.11138339826125,100.12866739730752,1.8105890349480096,13.90683438050614,0.6873093478246004,0.8116280382922081,43.57556379442272,33.40180497273159,7.508623992378055,6.021905164340857,38.84925280035545,4.430152369125062,12.100965709169165,59.23655959921488
Denmark,0.6112914185788063,2.2474097940026203,0.0978627186612161,0.028447334620571,0.3674088542547095,9.678893440183026,328.5222733423986,0.2084804182569231,0.6358915044130652,1.3103726662724058,2.713390201021113,3.1914060046514936,0.0410626065219636,0.6093711885104436,2.579625892483107,2.543916541923219,0.2309150187272718,0.2715588457923293,0.1222196644141672,0.0765217543009518,1.6668611985100092,1.0614150094688264,0.2120205505763558,0.1040949733659347,10.940594844460865,0.0964767579507731,0.1888541324989458,3.368639272135701
Estonia,0.2322324668147773,0.4376684731931034,0.032697962049884,0.0498898008396599,0.132675743653334,2.4482746992569004,1.586176457517123,81.1283316638434,0.0990921723043479,0.1995925824169431,5.304658855842,0.6012525413354569,0.0095799803195698,0.1109796899354731,0.3739228579122531,0.516212475554342,0.7520303933945061,0.2200133776529619,1.0202508305465383,0.0191844157412039,0.4565713120961516,0.3587571335791678,0.0413006961669954,0.0254203830523619,3.587081989176891,0.0276187226296442,0.0511270697468868,0.5216327955285154
Greece,0.6602674823924508,1.6308889024839437,1.8980681953630385,0.8623629158948143,0.3240096868612258,10.020349543014923,1.233448490864554,0.0566919768689852,303.59307125604005,0.8392729811329948,0.8499722075477478,4.700996260121579,0.0678808855543935,0.3908908175254406,0.7292114657976052,4.794102404557082,0.1679319130094363,0.2422104237197092,0.0649025365940676,0.0919343445829363,1.2387003595217985,0.6639698637035196,0.2207417315458074,0.6289832282031949,1.191036567856096,0.1614620574258638,0.1507539397995293,3.269592427985887
Spain,3.3735146668665323,9.746550924486964,0.8897661384552606,0.1773104792478331,2.7513819401381197,41.77311812415043,7.923510332436951,0.2358702375385321,1.1855689778470622,1472.425609049509,3.118737605873103,44.494129249194614,0.1808535985278966,2.4985806554584444,6.913538468611459,39.45555076321685,0.5604836376985229,2.7573137504594865,0.2074801478763853,0.1836957243537023,6.953644655800721,4.561650959146913,18.522228795910262,0.9665475571076876,5.38963227814164,0.6598508642996759,1.217352701327456,30.16908740784004
Finland,1.7243851665550445,1.6798101077042609,0.0827385259705866,0.0233602282004308,0.4955749735506697,9.239291369424626,2.4905326308103204,1.8410402114541589,0.2144827498933754,1.6202686596858429,313.4134081323578,3.3532288861050623,0.0383844218443374,0.6286734284308404,1.3564660781935454,3.416362555984127,0.3184505871871333,0.4735899835542959,0.2300629987345671,0.0464896534545327,1.869724235351255,1.5477216410987693,0.2517238849139117,0.1481375203933519,10.75615641013053,0.1274576119620318,0.1845390898745574,2.728832157689707
France,5.994486733660511,43.01275540019806,0.727214311565404,0.160091208381724,3.988354855028722,90.2656796391854,7.210207572519755,0.3833245740036724,2.3801143583389788,23.668428887411217,4.355343068673518,2188.8006957156176,0.2592590737849148,4.849663798691829,22.06428843512988,49.37133550343028,0.474079749750091,7.2091947641114436,0.1622476698294523,0.6554625233144795,17.95129863378216,6.484810167393654,4.385871189851207,1.9413864637288385,12.02366738393561,1.1617311884084862,3.0073721833153644,33.733076201915964
Croatia,2.2114072431052225,0.9784707470534576,0.1262602843859999,0.0358471882558516,0.4477915640348524,4.1761070574852655,0.5221147179996495,0.0249861902336109,0.1972497561573278,0.2777669650775523,0.2322708498080042,1.7157129084467462,136.6368978771751,0.8699198345922893,0.3638954578881852,5.940662638427213,0.025445435648674,0.2055488681203688,0.0162979180453923,0.0342503181151511,0.4403312143983048,0.3883198291743014,0.0564762207135838,0.1295918359673158,0.6924328932828219,2.5020519540796844,0.2246984485101083,1.1994676793452983
Hungary,9.950327901677188,3.3710908329320253,1.075214112995968,0.1211119025774766,4.248972138493722,37.733284858686375,1.9237721465662896,0.216343329491603,0.413339250689495,3.7762380946519896,1.6333975960463056,8.616740044023743,0.5703876123551413,375.4149506556595,2.476538134503674,13.448377621568447,0.2251266815893269,0.536806309401034,0.0900099901730775,0.0709332437703644,3.099638615607826,4.276771339548897,0.6129412140664194,4.03814539746924,3.533436650148084,1.4169506927829456,3.9122099520469287,5.737341238862551
Ireland,0.7799073469307128,2.539433416988079,0.1277615569224385,0.0235362142359354,0.3944256834596983,9.918675792757064,1.2567808893580223,0.0737365523540146,0.1945910459826724,1.5176254993160871,1.2443189595076865,6.3863961925809205,0.0350206201694506,0.7329260285853417,354.9261049502734,5.342478610581128,0.0496106912603612,1.5097120952875434,0.0469857207184638,0.0580035924861179,2.1849643013559783,0.7375582957427437,0.3256376893907221,0.1266572338440431,2.3318264416516814,0.1348602144878077,0.1302165626087507,9.8995769925729
Italy,12.069282766582628,12.594893127216512,1.5532486489365098,0.1927732103933448,4.856903968849158,69.83304555120272,6.866921134502003,0.5099792697244737,4.154942975829841,20.02186550791319,4.585666203893958,54.8858814763372,1.0610947988295951,6.058972939353625,11.838482696800396,2027.0956058815611,0.6450531443745264,3.1718373626096303,0.2910702027521971,0.9286178212272294,7.204009459786938,9.253572892211327,3.7505205287277454,3.7442717364405858,9.163954568023636,3.3989494997094023,2.93623181043606,17.829727119455423
Lithuania,0.5729310944494231,1.0063853233789826,0.0699745541758411,0.0798646319923746,0.2832452907225833,5.063994010386168,2.2613599717649446,1.4685185729183958,0.0704669173072018,0.5100017234766723,0.8657357595086849,1.691639601564659,0.0170702416157585,0.2348819486809821,0.4133434746573621,1.7325856086256932,176.8685911966931,0.0418387002472305,2.163001277452051,0.0102102314819617,1.000696585326248,1.4894985099526012,0.0842289439258918,0.0621754604045616,2.0176120812240583,0.0767423728660003,0.1050582531058992,1.0713523722675258
Luxembourg,0.1216069409399225,1.2174043957401706,0.0185430916286544,0.0123883067109627,0.0569337324991208,1.8771945160442027,0.1749589408706227,0.0089757580414747,0.0452685858768299,0.2370610625273773,0.0666418591563356,1.0471266079657635,0.0049946275069207,0.0628615675932738,1.9547432092017971,1.1935999741668977,0.0064216929091508,40.43326983373255,0.0069669533966687,0.0622144397228521,0.347066041575626,0.0981643411743849,0.033315887483749,0.0264825941280042,0.2033507288595297,0.0193019020202156,0.0236624810799732,0.9687129937844176
Latvia,0.3989721527869045,0.6162669625983702,0.0301480052744166,0.1319244021666247,0.2047795293106318,2.9875021061604734,2.421891048449321,2.8108743255312056,0.1616595089138356,0.5499482527858497,1.828367222227292,0.8704585256663774,0.0084094739470147,0.1824682529150321,0.399342229153402,0.945893221268039,1.7873494123309188,0.063649811061542,108.89381524024292,0.031955507599616,0.573063227021894,0.8150678162361414,0.0688090536353449,0.0845082803045819,3.001415065312152,0.0361120660351256,0.0900847194812916,1.2550810050070833
Malta,0.045204208976476,0.0546757577740033,0.0049793620817379,0.0033897375189144,0.0086995169255142,0.3859718908198266,0.0649841888032929,0.0074756165716162,0.0123935141218566,0.0285858634205217,0.0147948676928125,0.1392602823511684,0.0035623176474933,0.0139273050255126,0.3966867648136897,0.1700792816823811,0.0025005726643196,0.0221440209511601,0.0018418678201905,13.078958008960727,0.0234637940381735,0.0206079545230432,0.0080325632797504,0.0072563303987413,0.0707517403796737,0.0023617232181465,0.0056179476011604,0.26236864283781
Netherlands,3.708028968846956,24.81205003325227,0.4525826603669563,0.1555973124935364,2.108711139228446,50.30966719498745,7.568362462832653,0.2862954846383293,1.353628696371254,5.646866692185983,4.12742538032615,20.92955010250206,0.1620256994579801,3.907351555666547,33.85490337206019,16.725052439668,0.3512695659609873,1.8116689431477304,0.1348995276112108,0.1335453849730007,840.638673184168,3.520615760798709,1.345200621704585,0.7641123772692631,7.048163354881913,0.3760707914276644,0.9477466354255258,16.254656372544993
Poland,12.164851458801555,15.194128551411993,1.6888343819291165,0.5842518384625283,18.671726371481505,121.07277405207788,13.731101169117006,2.121594387744302,1.08161851242047,10.951440860399911,8.401895183960605,37.08092363626149,0.607798636902909,16.064730819964,12.623171517106591,31.957287085411473,3.9619749794409342,1.753442429740529,1.2374860887587884,0.3562231491823527,13.522200039692262,1275.9277128738931,1.5057055396114407,3.4054442338024193,20.481382945289937,2.113639504127718,7.531969335441056,23.331445109581914
Portugal,0.9801999067875268,3.052130276159896,0.3703194565370169,0.0328042453791538,0.6752181255317979,11.925693728627426,1.6667164405504495,0.0887531862924149,0.258036089442252,14.3878027028016,1.723606805169701,12.445808059980967,0.0334631082452112,0.5729183929703703,2.35484160449764,6.487640997976101,0.0584113252176097,0.5095297160820444,0.0346684764847761,0.0581027752303996,2.289343778286434,0.8086231840961222,288.9326413329916,0.3132602315744904,1.9342077485828917,0.1079194184694941,0.3210709922623974,5.547444763752077
Romania,6.189553089455238,4.831051983542832,6.693362114826838,0.4255837131862484,2.554452626545342,31.120823233077537,1.2258395898225172,0.1549324535562746,2.1798649110788233,5.491582919820119,1.126329561458325,15.84437766240164,0.6345214416560039,10.803266533481908,1.8926224698395475,40.200253092546774,0.1585553549477547,0.2182445861567519,0.066175962024388,0.0998341634846,5.532635799938495,3.5678073578860023,1.291834330236339,701.8538365116708,2.285526029658868,0.8510142812935161,1.6120907344711175,4.905748093141481
Sweden,1.4924295882230525,3.433360114303305,0.1072702406346448,0.0412525596574737,0.8449325753542665,14.734862159144477,11.284003782389323,1.0703059263032666,0.3790225159704519,1.8385169533764445,9.971376937434744,6.45251372935229,0.0492332897499634,0.8755419422490298,2.0302940384877464,5.0706851465526945,0.3467079214386303,0.571672860097195,0.2038524184806066,0.0747667141741671,2.6688444427118245,2.134906976683421,0.4093941383030997,0.201514146540024,440.2552344779234,0.1707226091377665,0.3572810067121009,5.282805416273887
Slovenia,3.814995590762669,0.7576815375205994,0.2482471803154017,0.0179581292030857,0.8904511192454722,8.91197780041428,0.5974526720655742,0.0677287908470597,0.174248229587205,0.7061107778274069,0.3261192839462433,2.533571981420761,0.887351787101821,1.7005033002551273,0.356671439889929,7.765701978349664,0.0715913072022861,0.0985164946276501,0.0218781470830702,0.0168547918946908,0.5977167877458028,0.9900095097242684,0.1295967513870577,0.3384993141210862,0.7199640868015498,113.1476023927524,0.639435005934396,1.0289881444654347
Slovakia,7.447692728599204,2.2124264498953,0.4788314209891913,0.0692137161431842,10.755300641487796,24.181540537670887,1.256686910255432,0.1462451472841204,0.1770159497095726,2.2279642317023134,1.1064826697576626,6.847766406559526,0.2563333389575524,8.316710631989242,0.6945855741572331,9.99037042721202,0.279510362892954,0.1919339557514565,0.1433532578185218,0.0331740243631564,1.648303428021646,5.938520794446239,0.3222629614690312,1.3002202500015332,2.729775135111384,1.0567402745483825,164.08160343624655,2.7453433046495648
United Kingdom,5.345575584267566,24.98174345665624,0.8658886895294262,1.0531800490605991,3.2185168297761377,74.4323060959536,15.49002803965758,0.5165315321308944,5.408531661967752,19.455419663741736,6.772215785928761,51.33918291096631,0.2847053556724525,4.611679139288041,78.01671479846168,27.14575908357409,0.6343581252236641,19.554943843709378,0.3617680263853478,1.3963838770709738,27.82579275870069,6.161192893581305,3.101817659668268,1.5690529256346848,18.689450934815586,0.7734436390837937,1.4634504147239713,2985.6155388811617
